ID,CommentsAssociated,CommentsAssociatedLabel
6678,"// fillHeaders takes `MultivaluedMap<String, String>` as param and modifies it[[SEP]]// if headers are set here, they were set with @HeaderParam, which should take precedence of MP ways[[SEP]]// method call :O {some.package.ClassName.methodName} or {defaultMethodWithinThisInterfaceName}// if `!required` an exception on header filling does not fail the invocation:[[SEP]]// strip curly braces[[SEP]]// calling a static method[[SEP]]// interface method[[SEP]]// repack array to list",1
957,/** * @deprecated Use {@link #buildUpon()} and {@link Builder#setMetadata(Metadata)}. */,1
14247,/** * Returns the registered remote cluster names. */[[SEP]]// remoteClusters is unmodifiable so its key set will be unmodifiable too,0
7901,"/** * Set the bean archive index. This index is mandatory and is used to discover components (beans, interceptors, * qualifiers, etc.) and during type-safe resolution. * * @param beanArchiveIndex * @return self */",0
3157,/** * @deprecated Use {@link ExoPlayer.Builder#setClock(Clock)} instead. */,1
1517,// TODO: implement.,1
13028,/** * Returns an empty {@code ImmutableClassToInstanceMap}. * * <p><b>Performance note:</b> the instance returned is a singleton. * * @since 19.0 */,0
4287,"/** * The actual class name is irrelevant; this is functionally an enum. * <p>Creating a {@code writeReplace} does not help much since XStream then just saves: * {@code <installState class=""jenkins.install.InstallState$CreateAdminUser"" resolves-to=""jenkins.install.InstallState"">} * @see #UNUSED_INNER_CLASSES * @deprecated Should no longer be used, as {@link Jenkins} now saves only {@link #name}. */[[SEP]]// If we get invalid state from the configuration, fallback to unknown[[SEP]]// Otherwise we return the actual state",1
2750,/** * @deprecated Use {@link ExoPlayer#setVideoScalingMode(int)} instead. */,1
9423,// Throw meaningful exceptions if someone tries to modify the ScriptDocValues.,0
7534,"/** * Searches for the start of a frame in {@code data}. * * <ul> *   <li>If the search is successful, the position is set to the start of the found frame. *   <li>Otherwise, the position is set to the first unsearched byte. * </ul> * * @param data The array to be searched. * @param foundEndOfInput If the end of input was met when filling in the {@code data}. * @return The number of the first sample in the frame found, or {@code SAMPLE_NUMBER_UNKNOWN} if *     the search was not successful. */[[SEP]]// Verify whether there is a frame of size < MAX_FRAME_HEADER_SIZE at the end of the stream by// checking at every position at a distance between MAX_FRAME_HEADER_SIZE and minFrameSize// from the buffer limit if it corresponds to a valid frame header.// At every offset, the different possibilities are:// 1. The current offset indicates the start of a valid frame header. In this case, consider// that a frame has been found and stop searching.// 2. A frame starting at the current offset would be invalid. In this case, keep looking for// a valid frame header.// 3. The current offset could be the start of a valid frame header, but there is not enough// bytes remaining to complete the header. As the end of the file has been reached, this// means that the current offset does not correspond to a new frame and that the last bytes// of the last frame happen to be a valid partial frame header. This case can occur in two// ways:// 3.1. An attempt to read past the buffer is made when reading the potential frame header.// 3.2. Reading the potential frame header does not exceed the buffer size, but exceeds the// buffer limit.// Note that the third case is very unlikely. It never happens if the end of the input has not// been reached as it is always made sure that the buffer has at least MAX_FRAME_HEADER_SIZE// bytes available when reading a potential frame header.[[SEP]]// Case 3.1.[[SEP]]// TODO: Remove (and update above comments) once [Internal ref: b/147657250] is fixed.// Case 3.2.[[SEP]]// Case 1.[[SEP]]// The end of the frame is the end of the file.",1
950,// TODO: what to do?,1
4108,"// @reviewer: I believe this should be a json raw value, but that would make this class have a different deserialization constructor.// workers don't need this, so that should be OK, but it's worth thinking about.",1
4860,"/** * Sorts x,y pairs of values by the x value. * @param count Number of indices, must be even. */",0
16581,/** * Creates an {@code AtomicLongMap}. */,0
9442,"/** * Returns the {@link MetadataInfo} derived from the {@link Metadata} provided. */[[SEP]]// Set normalSpeedMaxLayer only if captureFrameRate / TARGET_OUTPUT_FRAME_RATE is a power of// 2. Otherwise, the target output frame rate cannot be reached because removing a layer// divides the number of frames by 2.",0
8045,// NOTE: This is not in the original guice. We rethrow here to expose any explicit errors in configure(),0
843,"// JSON.parseObject(""FALSE"", boolean.class);// JSON.parseObject(""FALSE"", Boolean.class);",0
2664,// TODO,1
4382,"// retrieve all the connectors[[SEP]]// for each connector, retrieve the set of subplans to optimize// TODO: what if a new connector is added by an existing one// There are cases (e.g., query federation) where a connector C1 needs to// create a UNION_ALL to federate data sources from both C1 and C2 (regardless of the classloader issue).// For such case, it is dangerous to re-calculate the ""max closure"" given the fixpoint property will be broken.// In order to preserve the fixpoint, we will ""pretend"" the newly added C2 table scan is part of C1's job to maintain.[[SEP]]// keep track of changed nodes; the keys are original nodes and the values are the new nodes[[SEP]]// process connector optimizers[[SEP]]// For a subtree with root `node` to be a max closure, the following conditions must hold:// * The subtree with root `node` is a closure.// * `node` has no parent, or the subtree with root as `node`'s parent is not a closure.[[SEP]]// the returned node is still a max closure (only if there is no new connector added, which does happen but ignored here)[[SEP]]// the optimizer has allocated a new PlanNode[[SEP]]// up to this point, we have a set of updated nodes; need to recursively update their parents// alter the plan with a bottom-up approach (but does not have to be strict bottom-up to guarantee the correctness of the algorithm)// use ""original nodes"" to keep track of the plan structure and ""updates"" to keep track of the new nodes[[SEP]]// originalNode must be the root; update the plan[[SEP]]// need to create a new parent given the child has changed; the new parent needs to point to the new child.// if a node has been updated, it will occur in `updates`; otherwise, just use the original node[[SEP]]// mark the new parent as updated[[SEP]]// enqueue the parent node in order to recursively update its ancestors",1
3246,"// System.out.println(""onNext: "" + onNextEvents.size() + "" onComplete: "" + ts.getOnCompletedEvents().size());",0
630,/** * Removes the relationship */,0
8576,/** * @return the index who's underlying value is closest to the value being searched for. */,0
996,"// TODO: if it's WAL enabled, table unlock can happen here, before the data is written",1
23715,"// Peer recovery always copies .liv files but we do not permit writing to searchable snapshot directories so this doesn't work, but// we can bypass this by forcing soft deletes to be used. TODO this restriction can be lifted when #55142 is resolved.[[SEP]]// ok[[SEP]]// the original shard size from the snapshot[[SEP]]// an extra segments_N file is created for bootstrapping new history and associating translog. We can extract the size of this// extra file but we have to unwrap the in-memory directory first.[[SEP]]// TODO: fix// assertSearchableSnapshotStats(restoredIndexName, true, nonCachedExtensions);[[SEP]]// TODO: fix// assertSearchableSnapshotStats(restoredIndexName, false, nonCachedExtensions);[[SEP]]// TODO: fix// assertSearchableSnapshotStats(restoredIndexName, false, nonCachedExtensions);",1
822,// given[[SEP]]// when[[SEP]]// then,0
1139,"/** * Gets the {@link Resource} that represents the workspace of this project. * Useful for locking and mutual exclusion control. * * @deprecated as of 1.319 *      Projects no longer have a fixed workspace, ands builds will find an available workspace via *      {@link WorkspaceList} for each build (furthermore, that happens after a build is started.) *      So a {@link Resource} representation for a workspace at the project level no longer makes sense. * *      <p> *      If you need to lock a workspace while you do some computation, see the source code of *      {@link #pollSCMChanges(TaskListener)} for how to obtain a lock of a workspace through {@link WorkspaceList}. */",1
